,id,carat,depth,table,cut_c,color_c,clarity_c
3076,3076,1.03,62.9,56.0,3,5,2
3077,3077,1.04,61.5,58.0,2,6,2
3078,3078,0.91,64.0,58.0,1,6,2
3079,3079,0.9,63.0,57.0,2,3,2
3080,3080,0.37,59.1,60.0,3,5,3
3081,3081,1.5,63.6,58.0,1,2,3
3082,3082,0.73,62.3,55.0,4,1,5
3083,3083,0.71,62.2,57.0,4,2,4
3084,3084,1.08,59.1,60.0,4,6,1
3085,3085,0.32,61.3,56.0,4,4,4
3086,3086,0.55,61.7,55.0,3,1,3
3087,3087,1.04,62.2,57.0,2,2,2
3088,3088,1.12,61.6,55.0,4,5,2
3089,3089,0.36,62.0,54.8,4,2,6
3090,3090,1.22,61.4,56.0,4,3,3
3091,3091,0.37,58.9,61.0,2,5,3
3092,3092,0.39,61.4,58.0,3,5,3
3093,3093,0.4,62.8,56.0,4,6,5
3094,3094,0.31,61.6,56.0,4,4,4
3095,3095,0.3,61.1,57.0,4,4,7
3096,3096,0.38,59.1,58.0,2,2,6
3097,3097,0.98,62.7,55.0,4,4,2
3098,3098,0.51,61.6,58.0,3,5,3
3099,3099,0.26,61.5,56.0,4,5,5
3100,3100,0.81,61.8,56.0,4,5,1
3101,3101,1.03,59.9,60.0,3,3,1
3102,3102,0.53,61.5,56.0,4,1,2
3103,3103,0.71,61.5,57.0,4,4,4
3104,3104,1.01,62.1,56.0,4,2,2
3105,3105,0.8,60.0,60.0,3,0,2
3106,3106,0.51,61.1,54.7,4,5,6
3107,3107,0.31,62.0,55.0,4,2,3
3108,3108,0.5,63.4,57.0,2,6,3
3109,3109,1.7,62.0,57.0,3,3,1
3110,3110,0.27,62.5,54.0,4,1,4
3111,3111,0.7,61.7,54.0,4,2,6
3112,3112,1.3,60.7,59.0,3,2,1
3113,3113,0.32,59.8,57.0,4,3,3
3114,3114,2.01,65.5,56.0,0,5,1
3115,3115,1.52,62.2,57.0,4,1,7
3116,3116,0.82,62.4,54.0,4,4,1
3117,3117,1.13,61.4,58.0,3,3,5
3118,3118,0.91,62.5,59.0,2,5,1
3119,3119,0.21,58.3,59.0,3,6,3
3120,3120,1.43,62.2,58.0,3,3,3
3121,3121,0.9,59.5,58.0,2,6,1
3122,3122,0.74,62.2,55.0,4,5,4
3123,3123,0.71,62.8,58.0,3,2,4
3124,3124,0.51,61.9,61.0,3,0,3
3125,3125,0.3,63.0,59.0,3,2,3
3126,3126,1.51,64.2,54.0,1,3,3
3127,3127,1.24,61.8,56.0,4,1,3
3128,3128,0.33,60.2,58.0,2,5,2
3129,3129,1.51,62.0,59.0,1,4,3
3130,3130,0.34,61.3,55.0,4,5,1
3131,3131,0.51,60.3,56.0,3,5,1
3132,3132,0.31,60.5,57.0,4,3,1
3133,3133,0.34,62.3,54.0,4,4,7
3134,3134,1.2,61.5,54.0,4,3,2
3135,3135,0.3,63.4,57.0,2,2,6
3136,3136,1.52,58.2,60.0,1,4,1
3137,3137,0.57,60.4,57.0,2,6,6
3138,3138,0.91,64.9,56.0,0,4,1
3139,3139,0.24,62.3,59.0,2,3,6
3140,3140,0.3,61.3,56.0,4,2,4
3141,3141,0.6,58.9,61.0,3,2,2
3142,3142,1.0,62.2,61.0,2,3,7
3143,3143,2.0,63.0,56.0,3,2,2
3144,3144,0.72,61.9,59.0,2,3,1
3145,3145,0.31,61.9,56.0,4,6,5
3146,3146,1.19,62.0,57.0,4,4,3
3147,3147,0.3,63.0,59.0,3,0,4
3148,3148,0.35,61.8,56.0,3,2,3
3149,3149,0.51,61.9,56.0,4,6,3
3150,3150,2.26,61.6,61.0,2,6,1
3151,3151,0.25,61.4,62.0,1,5,6
3152,3152,0.52,63.8,56.0,1,4,2
3153,3153,1.01,62.9,59.0,3,5,1
3154,3154,0.91,62.8,58.0,2,3,2
3155,3155,0.3,62.5,58.0,3,4,3
3156,3156,0.91,63.6,59.0,1,3,1
3157,3157,0.3,62.0,56.0,4,4,7
3158,3158,1.56,61.6,56.0,4,4,1
3159,3159,1.5,62.0,63.0,2,2,1
3160,3160,1.03,62.0,55.0,4,5,2
3161,3161,2.03,62.9,55.0,4,1,2
3162,3162,0.91,62.7,57.0,4,5,1
3163,3163,0.32,58.9,60.0,2,6,2
3164,3164,1.01,62.9,60.0,3,5,4
3165,3165,0.7,62.5,57.0,4,6,4
3166,3166,0.24,58.0,60.0,2,4,5
3167,3167,0.26,62.1,60.0,2,6,6
3168,3168,1.01,59.6,60.0,3,2,1
3169,3169,0.9,59.9,59.0,3,4,2
3170,3170,0.71,62.8,64.0,1,5,2
3171,3171,1.2,62.9,57.0,2,4,4
3172,3172,1.55,61.7,57.0,4,0,3
3173,3173,0.7,61.7,57.0,4,2,4
3174,3174,0.46,62.1,56.0,4,3,7
3175,3175,1.01,63.7,58.0,1,5,2
3176,3176,0.78,60.9,55.0,2,1,4
3177,3177,1.13,62.3,58.0,3,2,2
3178,3178,1.26,61.0,56.0,4,2,1
3179,3179,1.11,58.5,61.0,2,3,1
3180,3180,1.0,60.8,59.0,2,1,4
3181,3181,0.31,61.9,54.0,4,1,4
3182,3182,0.31,61.8,58.0,3,3,2
3183,3183,0.32,61.6,55.0,4,2,5
3184,3184,0.3,61.7,55.0,4,3,6
3185,3185,1.57,60.3,57.0,2,4,2
3186,3186,1.51,62.0,56.0,4,3,3
3187,3187,1.72,63.4,56.0,2,5,3
3188,3188,0.71,61.5,56.0,4,6,2
3189,3189,1.21,62.6,55.0,4,2,3
3190,3190,0.42,62.4,57.0,4,2,4
3191,3191,1.1,63.0,58.0,2,2,2
3192,3192,0.3,62.0,56.0,4,1,5
3193,3193,0.9,63.2,57.0,1,5,1
3194,3194,2.66,64.3,60.0,1,2,1
3195,3195,0.7,60.7,59.0,2,1,3
3196,3196,0.7,60.7,59.0,3,2,3
3197,3197,1.51,63.2,55.0,2,3,1
3198,3198,0.5,62.2,57.0,4,5,2
3199,3199,0.6,60.1,61.0,3,2,2
3200,3200,1.01,64.1,56.0,1,2,1
3201,3201,0.41,61.7,56.0,4,2,3
3202,3202,1.2,61.1,59.0,3,0,1
3203,3203,0.5,60.5,55.0,4,3,5
3204,3204,1.14,60.9,57.0,3,3,3
3205,3205,0.3,63.5,58.0,2,2,3
3206,3206,1.65,61.5,57.0,4,1,3
3207,3207,0.71,62.8,59.0,3,2,3
3208,3208,0.71,61.9,59.0,3,1,4
3209,3209,0.53,60.9,60.0,3,5,3
3210,3210,1.5,63.0,59.0,2,2,7
3211,3211,0.33,60.3,58.0,3,5,5
3212,3212,0.31,62.7,59.0,3,2,3
3213,3213,0.23,61.9,58.0,2,6,5
3214,3214,2.07,61.8,61.0,1,1,3
3215,3215,0.74,62.6,58.0,3,5,1
3216,3216,0.37,63.3,56.0,1,4,3
3217,3217,0.31,60.4,59.0,3,3,6
3218,3218,0.72,63.3,57.0,2,4,3
3219,3219,1.19,61.9,55.0,4,3,4
3220,3220,1.45,62.8,57.0,2,0,3
3221,3221,1.01,61.5,57.0,4,3,1
3222,3222,1.34,61.9,56.0,4,3,3
3223,3223,0.31,61.7,56.0,4,5,4
3224,3224,0.53,60.7,55.0,4,4,4
3225,3225,0.81,60.4,59.0,2,0,3
3226,3226,1.1,60.9,60.0,2,5,1
3227,3227,0.8,61.0,55.0,4,5,1
3228,3228,1.01,62.5,58.0,3,2,3
3229,3229,1.04,61.7,57.0,4,3,4
3230,3230,1.4,59.9,60.0,3,4,1
3231,3231,0.34,61.0,56.0,2,4,5
3232,3232,0.32,61.3,59.0,3,5,3
3233,3233,1.13,64.5,55.0,0,4,4
3234,3234,0.51,61.4,56.0,4,4,1
3235,3235,0.71,62.0,56.0,4,5,2
3236,3236,0.36,62.1,56.0,4,1,4
3237,3237,0.35,62.2,54.0,4,1,2
3238,3238,1.7,58.6,62.0,2,5,3
3239,3239,0.46,61.9,58.0,3,5,4
3240,3240,1.01,63.6,56.0,2,3,3
3241,3241,0.46,61.4,56.0,4,4,1
3242,3242,0.9,64.5,57.0,0,5,1
3243,3243,0.73,62.5,58.0,4,2,3
3244,3244,1.21,61.7,56.0,4,3,3
3245,3245,1.59,60.2,57.0,4,1,2
3246,3246,0.71,62.6,58.0,2,2,4
3247,3247,0.32,61.3,54.0,4,3,7
3248,3248,0.59,60.7,57.0,4,5,6
3249,3249,2.04,59.8,59.0,3,1,1
3250,3250,0.41,61.9,57.0,4,4,4
3251,3251,0.3,60.6,60.0,3,4,3
3252,3252,0.57,60.2,62.0,3,0,3
3253,3253,0.41,63.3,55.0,2,4,6
3254,3254,0.71,61.5,56.0,4,2,1
3255,3255,1.09,61.1,57.0,4,2,2
3256,3256,0.71,59.7,57.0,4,5,4
3257,3257,0.38,61.6,59.0,3,6,3
3258,3258,1.16,62.7,57.0,3,1,2
3259,3259,0.4,62.0,56.0,4,1,5
3260,3260,0.36,62.8,55.0,2,5,3
3261,3261,0.3,60.9,56.0,4,4,3
3262,3262,0.38,60.1,56.0,4,5,3
3263,3263,0.5,61.9,54.0,4,6,4
3264,3264,1.4,62.7,57.0,4,0,2
3265,3265,0.55,60.6,57.0,4,4,6
3266,3266,0.27,60.8,56.0,4,5,3
3267,3267,1.14,62.6,58.0,3,6,1
3268,3268,0.53,62.7,54.0,4,5,3
3269,3269,0.91,63.1,61.0,2,3,4
3270,3270,0.7,60.9,59.0,3,5,3
3271,3271,0.82,62.1,54.0,4,5,2
3272,3272,1.69,61.8,53.0,4,3,2
3273,3273,0.53,63.6,57.0,2,5,2
3274,3274,0.31,62.5,56.0,4,3,6
3275,3275,0.33,62.1,56.0,4,5,3
3276,3276,0.24,61.7,57.0,2,5,3
3277,3277,0.56,62.1,57.0,2,5,3
3278,3278,0.5,61.0,56.0,4,4,2
3279,3279,2.2,62.4,55.0,3,1,1
3280,3280,0.3,60.0,58.0,3,5,3
3281,3281,0.33,61.0,55.0,4,2,7
3282,3282,0.71,63.9,56.0,1,3,2
3283,3283,1.32,62.6,56.0,4,3,4
3284,3284,0.29,60.2,59.0,2,3,5
3285,3285,0.9,62.1,58.0,2,3,1
3286,3286,0.54,61.8,57.0,2,3,5
3287,3287,0.91,63.1,60.0,2,4,2
3288,3288,0.31,56.7,60.0,1,4,4
3289,3289,0.71,62.1,56.0,4,6,3
3290,3290,1.06,60.2,57.0,4,1,6
3291,3291,0.79,60.8,58.0,3,3,1
3292,3292,1.7,62.2,53.0,4,2,2
3293,3293,1.7,63.0,55.0,4,1,4
3294,3294,1.04,59.7,59.0,2,4,2
3295,3295,0.58,62.4,58.0,4,2,3
3296,3296,0.41,59.9,59.0,3,3,6
3297,3297,0.71,64.8,58.0,0,3,1
3298,3298,1.58,63.2,57.0,2,4,1
3299,3299,0.41,60.7,57.0,4,5,6
3300,3300,0.91,59.4,63.0,2,2,4
3301,3301,0.41,61.2,57.0,4,6,3
3302,3302,1.01,62.4,59.0,3,3,4
3303,3303,1.05,61.2,55.0,4,2,7
3304,3304,2.28,62.7,57.0,4,0,3
3305,3305,0.5,64.0,57.0,1,4,3
3306,3306,0.31,62.1,54.0,4,6,3
3307,3307,0.37,62.4,58.0,3,1,6
3308,3308,0.5,58.0,62.0,3,4,1
3309,3309,1.25,59.3,57.0,3,2,4
3310,3310,0.5,62.8,57.0,4,5,2
3311,3311,0.3,60.1,57.0,4,5,6
3312,3312,1.21,59.5,58.0,2,3,3
3313,3313,1.03,61.0,55.0,4,2,2
3314,3314,0.77,63.3,57.0,2,2,4
3315,3315,0.23,61.8,60.0,3,5,4
3316,3316,0.72,61.6,56.0,4,2,5
3317,3317,1.08,62.6,53.9,4,1,2
3318,3318,0.59,61.9,56.0,4,3,3
3319,3319,0.5,63.9,56.0,1,6,2
3320,3320,0.41,62.7,58.0,3,4,4
3321,3321,1.8,58.2,61.0,3,0,4
3322,3322,0.32,61.9,55.0,4,5,3
3323,3323,0.23,61.8,65.0,1,6,5
3324,3324,0.76,61.5,55.0,4,5,1
3325,3325,0.4,62.4,55.0,4,5,3
3326,3326,0.4,61.8,56.0,4,1,5
3327,3327,1.02,60.7,57.0,4,5,2
3328,3328,1.01,62.9,57.0,2,4,2
3329,3329,0.73,61.6,57.0,4,5,2
3330,3330,1.0,64.1,54.0,1,5,3
3331,3331,0.23,60.5,58.0,2,5,3
3332,3332,1.01,63.3,59.0,2,1,2
3333,3333,0.71,65.9,57.0,1,5,2
3334,3334,1.51,59.9,55.0,2,2,2
3335,3335,2.24,62.1,53.6,4,1,1
3336,3336,2.07,60.5,60.0,3,1,1
3337,3337,0.31,63.5,57.0,2,5,2
3338,3338,0.54,62.4,55.0,3,2,4
3339,3339,1.03,60.9,56.0,4,4,1
3340,3340,1.12,63.8,57.0,1,4,3
3341,3341,1.01,62.1,59.0,1,6,3
3342,3342,1.04,61.4,58.0,4,1,4
3343,3343,0.58,62.1,56.0,4,4,3
3344,3344,1.35,64.5,58.0,0,2,3
3345,3345,1.01,62.6,57.0,3,5,1
3346,3346,0.78,62.6,57.0,3,5,3
3347,3347,0.6,60.8,59.0,3,2,4
3348,3348,1.09,62.9,57.0,2,3,7
3349,3349,0.37,61.2,57.0,3,3,3
3350,3350,0.31,62.9,58.0,3,2,4
3351,3351,0.32,62.1,55.0,4,3,3
3352,3352,0.72,65.4,56.0,0,6,3
3353,3353,0.4,60.8,59.0,3,4,6
3354,3354,0.52,61.3,56.0,4,3,4
3355,3355,0.7,63.0,55.4,2,2,3
3356,3356,0.36,60.5,60.0,3,4,3
3357,3357,0.77,62.7,57.0,2,3,2
3358,3358,1.01,65.1,57.0,1,6,1
3359,3359,0.72,61.3,55.0,4,4,3
3360,3360,0.71,65.6,56.0,0,3,1
3361,3361,1.01,58.8,58.0,2,1,2
3362,3362,0.4,62.3,55.0,4,0,3
3363,3363,0.7,64.2,58.0,1,2,2
3364,3364,0.7,62.2,59.0,1,4,1
3365,3365,0.35,61.7,56.0,4,5,1
3366,3366,0.32,62.1,55.0,4,3,5
3367,3367,0.82,61.6,56.0,4,1,4
3368,3368,0.51,61.3,58.0,3,5,3
3369,3369,0.81,62.8,57.0,4,2,2
3370,3370,0.3,62.5,58.0,3,4,3
3371,3371,1.04,61.6,57.0,4,3,3
3372,3372,1.27,62.6,59.0,3,1,3
3373,3373,0.51,61.6,56.0,4,6,2
3374,3374,0.53,62.4,59.0,3,3,3
3375,3375,1.54,61.6,58.0,3,1,4
3376,3376,0.72,60.8,55.0,4,5,2
3377,3377,1.14,58.9,59.0,3,6,2
3378,3378,0.43,60.0,59.0,3,2,4
3379,3379,1.59,61.6,57.0,2,1,1
3380,3380,0.71,64.2,56.0,2,3,2
3381,3381,0.91,63.3,57.0,2,3,1
3382,3382,0.59,60.6,56.0,2,3,1
3383,3383,0.3,62.1,55.0,2,3,4
3384,3384,0.35,61.9,54.0,4,5,3
3385,3385,0.3,61.2,59.0,3,6,4
3386,3386,1.25,61.3,56.0,4,3,6
3387,3387,1.01,60.8,59.0,3,5,4
3388,3388,0.52,61.8,56.0,4,5,4
3389,3389,1.05,63.0,57.0,3,3,3
3390,3390,1.2,61.7,56.0,4,0,1
3391,3391,0.92,63.9,55.0,1,6,1
3392,3392,1.0,61.6,60.0,2,5,5
3393,3393,0.85,60.4,56.0,4,3,2
3394,3394,0.3,61.5,58.0,4,6,3
3395,3395,1.01,62.2,59.0,3,4,1
3396,3396,0.54,62.6,57.0,4,3,2
3397,3397,2.01,60.6,57.0,4,2,2
3398,3398,1.05,62.7,59.0,3,2,3
3399,3399,1.12,61.9,57.0,4,2,2
3400,3400,0.24,59.0,59.0,2,4,6
3401,3401,0.32,60.5,59.0,3,3,2
3402,3402,0.32,62.3,55.0,3,6,2
3403,3403,0.41,63.3,58.0,1,4,2
3404,3404,1.01,62.7,59.0,3,1,2
3405,3405,1.04,63.9,55.0,1,4,4
3406,3406,0.72,62.5,54.0,4,4,4
3407,3407,0.41,64.5,57.0,0,6,5
3408,3408,0.4,59.3,59.0,3,4,3
3409,3409,0.31,58.8,59.0,2,4,2
3410,3410,1.04,61.8,60.0,3,1,2
3411,3411,0.4,61.4,57.0,4,4,4
3412,3412,0.31,61.8,56.0,4,6,3
3413,3413,0.3,61.3,56.0,4,1,2
3414,3414,0.52,60.7,55.0,4,3,6
3415,3415,1.21,62.6,54.2,4,0,3
3416,3416,1.02,62.8,58.0,3,5,2
3417,3417,0.82,62.0,60.0,2,5,2
3418,3418,0.7,62.1,54.0,4,0,2
3419,3419,0.72,63.8,58.0,2,3,4
3420,3420,0.4,62.0,56.0,4,3,7
3421,3421,0.5,61.9,58.0,3,6,3
3422,3422,0.56,62.6,58.0,2,3,3
3423,3423,0.72,62.7,57.0,4,0,4
3424,3424,0.53,62.2,54.0,4,4,5
3425,3425,2.0,58.1,64.0,1,3,1
3426,3426,0.7,63.1,56.0,1,5,1
3427,3427,1.5,61.6,58.0,3,2,2
3428,3428,1.12,62.8,58.0,3,3,1
3429,3429,1.0,58.7,62.0,1,0,2
3430,3430,0.55,58.5,62.0,4,1,3
3431,3431,1.07,62.6,61.0,2,6,1
3432,3432,0.33,61.9,54.0,4,3,7
3433,3433,1.01,61.3,57.0,2,0,2
3434,3434,1.21,61.0,57.0,4,3,6
3435,3435,1.5,61.0,59.0,2,6,2
3436,3436,1.23,61.9,60.6,2,2,0
3437,3437,0.4,63.4,58.0,1,0,4
3438,3438,0.38,60.2,58.0,3,1,3
3439,3439,0.61,61.1,56.0,4,0,4
3440,3440,0.42,60.4,60.0,2,1,4
3441,3441,1.7,62.4,56.0,4,1,2
3442,3442,0.33,60.6,60.0,3,5,3
3443,3443,0.36,63.1,57.0,1,1,2
3444,3444,0.51,62.3,58.0,3,4,5
3445,3445,1.03,60.9,58.0,3,2,3
3446,3446,0.3,62.3,56.0,4,2,3
3447,3447,0.3,62.9,58.0,2,2,2
3448,3448,0.37,59.2,57.0,4,4,6
3449,3449,1.2,59.1,61.0,3,0,4
3450,3450,2.01,63.0,59.0,3,4,2
3451,3451,0.71,62.9,57.0,2,2,6
3452,3452,0.74,60.8,57.0,4,1,6
3453,3453,0.32,60.9,56.0,4,4,7
3454,3454,0.9,63.0,57.0,3,5,1
3455,3455,0.31,63.0,55.0,4,6,2
3456,3456,0.41,61.4,59.2,2,3,3
3457,3457,0.31,62.0,54.0,4,4,6
3458,3458,0.36,62.3,56.0,4,2,6
3459,3459,0.41,61.0,56.0,4,5,5
3460,3460,0.71,61.6,56.0,4,1,5
3461,3461,0.33,57.9,60.0,1,3,7
3462,3462,0.34,61.6,56.0,4,3,5
3463,3463,0.71,63.3,59.0,2,5,4
3464,3464,1.37,62.5,59.0,2,5,1
3465,3465,0.31,60.7,57.0,4,6,3
3466,3466,1.04,61.5,59.0,3,4,2
3467,3467,0.31,62.0,53.9,4,2,2
3468,3468,0.3,62.3,55.0,4,5,6
3469,3469,0.76,62.0,54.0,2,5,1
3470,3470,0.41,62.1,56.0,4,2,7
3471,3471,0.62,58.1,63.0,2,6,5
3472,3472,0.4,61.1,57.0,4,4,5
3473,3473,0.32,62.8,57.0,4,6,1
3474,3474,0.81,61.7,58.0,3,2,4
3475,3475,0.53,61.0,59.0,3,3,2
3476,3476,0.5,64.1,56.0,1,6,2
3477,3477,0.42,61.8,56.0,4,3,3
3478,3478,1.25,61.5,59.0,3,5,4
3479,3479,0.75,61.7,55.0,4,6,3
3480,3480,0.51,62.1,60.0,3,3,4
3481,3481,0.3,61.2,56.0,4,2,7
3482,3482,0.33,62.1,54.0,4,4,3
3483,3483,1.21,63.3,58.0,2,2,4
3484,3484,0.7,58.4,59.0,2,5,4
3485,3485,1.23,60.6,54.0,4,6,1
3486,3486,1.63,59.9,60.0,3,3,2
3487,3487,1.5,62.7,59.0,2,6,2
3488,3488,1.01,59.6,63.0,2,2,5
3489,3489,1.11,60.4,58.0,4,4,3
3490,3490,0.7,60.6,57.0,4,5,2
3491,3491,0.3,59.8,60.0,3,5,2
3492,3492,0.26,61.4,56.0,2,3,6
3493,3493,1.03,57.2,59.0,1,6,1
3494,3494,2.08,62.0,58.0,3,2,3
3495,3495,1.5,61.7,55.0,3,3,1
3496,3496,0.91,62.4,56.0,4,1,2
3497,3497,0.32,61.3,55.0,4,4,4
3498,3498,0.56,61.8,58.0,4,0,2
3499,3499,1.2,60.1,56.0,4,1,2
3500,3500,1.16,61.3,57.0,4,4,3
3501,3501,0.3,60.4,56.0,4,2,5
3502,3502,1.52,62.4,54.0,4,5,4
3503,3503,0.51,63.3,56.0,2,5,1
3504,3504,0.93,62.9,57.0,3,5,1
3505,3505,1.32,63.5,57.0,2,2,2
3506,3506,1.2,62.6,58.2,2,1,2
3507,3507,0.24,62.8,58.0,2,4,5
3508,3508,0.52,61.9,57.0,4,6,3
3509,3509,0.9,63.2,58.0,2,6,3
3510,3510,0.58,59.7,57.0,2,2,2
3511,3511,0.9,63.5,57.0,2,6,2
3512,3512,1.06,57.5,62.0,1,1,4
3513,3513,0.9,63.5,55.0,2,5,2
3514,3514,0.42,60.6,56.0,4,3,5
3515,3515,1.37,61.5,56.0,4,1,3
3516,3516,1.15,62.0,58.0,3,2,1
3517,3517,0.31,62.0,54.0,4,4,6
3518,3518,1.06,61.5,57.0,4,3,4
3519,3519,0.35,61.6,57.0,4,5,3
3520,3520,0.62,59.2,59.0,3,3,5
3521,3521,1.04,61.5,55.0,4,3,4
3522,3522,0.33,60.7,57.0,4,2,3
3523,3523,0.5,56.4,62.0,0,4,4
3524,3524,2.0,63.3,56.0,2,4,2
3525,3525,0.77,61.4,55.0,4,4,2
3526,3526,0.33,61.3,56.0,4,6,2
3527,3527,0.4,63.5,56.0,2,3,3
3528,3528,1.08,53.8,63.0,0,5,2
3529,3529,0.42,60.6,58.0,3,4,2
3530,3530,0.6,61.3,59.0,3,4,5
3531,3531,1.2,62.7,56.0,4,6,5
3532,3532,0.3,60.0,59.0,3,3,7
3533,3533,0.55,60.4,56.0,4,1,1
3534,3534,2.28,62.9,57.0,2,1,1
3535,3535,0.35,60.2,60.0,2,3,3
3536,3536,0.46,61.7,56.0,4,4,4
3537,3537,1.5,62.2,59.0,2,1,3
3538,3538,1.01,63.7,57.0,1,3,4
3539,3539,1.0,63.2,56.0,2,5,1
3540,3540,0.46,60.9,58.0,2,6,3
3541,3541,1.3,61.9,56.0,3,0,2
3542,3542,0.24,62.4,58.0,2,6,5
3543,3543,0.55,62.3,56.0,4,2,4
3544,3544,1.14,61.1,56.0,4,1,4
3545,3545,1.11,61.4,57.5,1,5,2
3546,3546,1.0,69.0,56.0,0,5,1
3547,3547,1.08,62.5,57.0,4,4,3
3548,3548,1.09,60.9,59.0,2,5,1
3549,3549,0.4,61.6,59.0,3,6,1
3550,3550,0.27,61.6,55.0,4,5,4
3551,3551,0.3,62.6,58.0,3,3,5
3552,3552,0.4,61.9,56.4,4,1,5
3553,3553,0.42,62.5,57.0,2,6,4
3554,3554,1.5,60.8,59.0,3,4,1
3555,3555,0.6,61.1,57.0,4,3,4
3556,3556,1.2,62.2,56.0,4,3,1
3557,3557,0.25,60.9,59.0,2,5,5
3558,3558,1.2,64.0,56.0,1,4,4
3559,3559,0.72,57.6,63.0,2,0,2
3560,3560,1.01,63.1,56.0,2,3,5
3561,3561,0.74,62.1,53.0,4,5,4
3562,3562,0.31,62.0,60.0,3,4,3
3563,3563,1.2,59.7,59.0,2,3,1
3564,3564,1.05,63.5,58.0,2,1,2
3565,3565,0.71,62.8,59.0,2,2,4
3566,3566,0.31,62.6,60.0,3,5,2
3567,3567,0.33,63.1,55.0,2,6,2
3568,3568,0.54,62.3,55.0,4,3,4
3569,3569,1.04,61.6,56.0,3,1,4
3570,3570,1.21,57.2,62.0,1,5,0
3571,3571,0.43,61.8,57.0,4,5,5
3572,3572,0.42,62.9,57.0,3,4,2
3573,3573,0.23,61.8,59.0,2,5,6
3574,3574,0.9,63.1,56.0,2,4,2
3575,3575,0.39,60.4,59.0,3,3,6
3576,3576,0.5,62.8,53.0,2,6,2
3577,3577,0.77,62.2,56.0,4,3,4
3578,3578,0.31,62.2,55.0,4,2,5
3579,3579,0.32,63.0,57.0,2,6,2
3580,3580,0.32,63.3,55.0,2,5,2
3581,3581,0.28,62.1,56.0,4,5,5
3582,3582,0.31,62.7,57.0,4,3,4
3583,3583,0.77,62.8,58.0,2,3,4
3584,3584,0.34,62.2,55.0,4,4,3
3585,3585,0.9,62.2,61.0,3,4,1
3586,3586,0.51,60.1,60.0,4,2,3
3587,3587,0.7,63.0,60.0,3,4,6
3588,3588,1.01,62.7,55.0,4,5,4
3589,3589,0.3,61.1,58.0,4,5,4
3590,3590,0.71,61.6,55.0,4,1,2
3591,3591,1.01,63.3,58.0,1,5,1
3592,3592,0.57,61.9,56.0,4,6,1
3593,3593,0.31,61.4,58.0,3,2,5
3594,3594,0.38,60.9,56.0,4,3,2
3595,3595,0.37,61.4,55.0,4,3,2
3596,3596,1.21,62.5,57.0,4,0,3
3597,3597,0.73,61.0,56.0,4,1,4
3598,3598,0.51,59.2,61.0,3,5,3
3599,3599,0.38,61.6,56.0,4,5,4
3600,3600,1.01,63.7,60.0,1,3,2
3601,3601,1.73,63.4,58.0,2,1,4
3602,3602,1.2,61.0,57.0,4,2,1
3603,3603,0.91,65.0,58.0,0,1,1
3604,3604,1.06,62.0,58.0,2,3,4
3605,3605,1.14,60.8,58.0,3,4,1
3606,3606,0.73,60.7,56.0,4,1,4
3607,3607,2.01,61.4,63.0,2,1,1
3608,3608,0.41,60.7,56.0,2,4,4
3609,3609,1.01,62.7,58.0,3,2,4
3610,3610,0.41,62.1,57.0,4,3,7
3611,3611,0.33,61.9,58.0,3,3,4
3612,3612,0.5,61.0,58.0,3,2,1
3613,3613,0.5,62.4,55.0,4,1,3
3614,3614,0.41,62.3,59.0,2,6,4
3615,3615,0.72,61.4,56.0,4,3,4
3616,3616,0.3,62.5,59.0,3,3,1
3617,3617,1.04,60.7,57.0,4,2,1
3618,3618,1.07,62.0,57.0,4,2,2
3619,3619,0.91,64.6,58.0,1,6,2
3620,3620,0.51,62.6,57.0,2,4,6
3621,3621,2.13,62.4,58.0,3,4,1
3622,3622,0.41,63.4,58.0,2,5,1
3623,3623,0.53,61.4,56.0,4,6,3
3624,3624,0.39,62.0,55.0,4,3,1
3625,3625,0.71,62.5,57.0,4,3,2
3626,3626,0.39,63.4,57.0,1,3,5
3627,3627,1.0,63.6,62.0,1,4,2
3628,3628,1.01,61.6,56.0,4,2,1
3629,3629,1.01,61.3,59.0,3,2,3
3630,3630,1.71,61.9,59.0,2,0,4
3631,3631,0.34,61.4,58.0,2,2,5
3632,3632,0.3,61.9,59.0,2,4,4
3633,3633,0.33,60.0,58.0,3,3,3
3634,3634,1.02,63.0,58.0,3,0,2
3635,3635,1.6,60.6,60.0,3,3,5
3636,3636,1.61,62.4,55.0,4,3,2
3637,3637,1.01,63.0,57.0,4,3,3
3638,3638,0.4,60.8,59.0,3,5,5
3639,3639,0.42,62.3,54.0,4,3,7
3640,3640,0.7,62.8,59.0,2,2,1
3641,3641,1.02,60.5,56.0,4,2,1
3642,3642,2.01,63.2,57.0,2,2,1
3643,3643,2.04,62.7,56.0,2,2,1
3644,3644,0.35,62.1,59.0,2,5,3
3645,3645,1.22,62.4,54.0,4,5,4
3646,3646,0.3,61.7,55.0,4,5,7
3647,3647,0.33,60.9,56.0,4,5,5
3648,3648,0.3,62.1,59.0,3,3,5
3649,3649,0.7,59.6,60.0,3,4,1
3650,3650,0.7,61.6,57.0,4,4,3
3651,3651,1.0,62.4,60.0,3,4,3
3652,3652,0.5,61.4,58.0,3,5,3
3653,3653,1.51,63.1,56.0,1,3,2
3654,3654,0.33,63.0,54.0,2,5,2
3655,3655,2.03,62.4,59.0,2,6,1
3656,3656,0.6,62.2,56.0,4,6,2
3657,3657,0.9,62.9,62.0,1,3,3
