,id,carat,depth,table,cut_c,color_c,clarity_c,y
12849,12849,0.34,59.5,59.0,3,1,4,689
12850,12850,0.23,62.5,55.0,4,4,5,511
12852,12852,0.31,59.7,58.0,3,4,3,802
12853,12853,0.51,61.3,60.0,2,5,3,1656
12854,12854,1.0,64.1,57.0,1,6,2,6020
12855,12855,0.29,61.2,56.0,2,2,5,541
12856,12856,1.01,63.2,57.0,4,3,1,4038
12857,12857,1.15,62.0,55.0,4,3,2,6313
12858,12858,1.19,60.8,59.0,3,2,2,5698
12859,12859,0.56,61.7,56.0,4,6,4,1924
12860,12860,0.63,62.5,55.0,4,6,7,6607
12861,12861,0.25,62.3,57.0,4,3,2,407
12862,12862,0.35,62.2,56.0,4,5,3,767
12863,12863,0.71,59.2,56.0,1,6,4,3524
12864,12864,0.91,63.1,59.0,2,2,3,3853
12865,12865,0.38,62.4,56.0,4,6,4,1095
12866,12866,1.01,64.6,60.0,0,3,4,6353
12868,12868,0.31,61.8,54.0,4,5,5,864
12869,12869,0.32,61.5,58.0,3,5,5,1080
12870,12870,1.07,62.0,59.0,3,3,1,4401
12871,12871,1.1,62.6,56.0,4,3,1,5535
12872,12872,0.47,60.6,60.0,0,6,7,2211
12873,12873,1.74,62.4,58.0,3,3,4,17904
12874,12874,1.99,62.9,61.0,1,0,3,13338
12875,12875,0.71,59.4,58.0,2,5,3,2843
12876,12876,0.49,57.5,60.0,1,6,4,1738
12877,12877,1.18,62.9,58.0,3,1,1,3925
12878,12878,1.04,60.5,57.0,4,3,3,6955
12879,12879,0.71,59.9,59.0,2,5,3,2921
12880,12880,0.53,62.1,53.0,4,5,2,1408
12881,12881,0.31,61.0,57.0,4,2,3,507
12882,12882,1.01,60.7,63.0,2,3,4,6353
12883,12883,0.24,60.9,56.0,4,5,6,752
12884,12884,0.7,63.8,60.0,1,4,0,1134
12885,12885,1.01,63.4,59.0,2,2,2,4836
12886,12886,1.51,62.5,57.0,1,1,2,8242
12887,12887,0.5,62.4,53.7,4,6,4,2033
12888,12888,1.18,62.8,57.0,3,3,5,9304
12889,12889,2.01,62.0,61.0,2,5,1,17024
12890,12890,0.34,60.9,56.0,4,6,4,1109
12891,12891,1.01,62.1,59.0,4,3,3,7814
12892,12892,1.01,60.8,58.0,3,5,3,4706
12893,12893,1.08,61.3,55.0,4,4,1,5164
12894,12894,0.41,62.7,57.0,4,4,3,863
12895,12895,0.37,59.2,61.0,3,4,3,894
12896,12896,0.7,61.6,58.0,4,6,3,3092
12897,12897,1.52,62.2,59.0,3,0,4,8580
12898,12898,1.71,62.3,58.0,3,3,4,17197
12899,12899,0.42,62.1,59.0,3,6,2,1040
12900,12900,0.51,60.9,56.0,4,6,3,1882
12901,12901,0.27,62.3,56.0,4,3,4,490
12902,12902,1.01,62.0,54.9,4,3,3,6295
12903,12903,0.51,60.8,56.0,4,5,3,1413
12904,12904,1.29,62.2,57.0,3,1,3,6279
12905,12905,0.58,62.0,54.0,4,6,2,1597
12906,12906,1.2,62.3,57.0,3,1,3,4844
12907,12907,0.59,61.7,59.0,2,4,4,2034
12908,12908,0.5,61.3,60.0,3,5,3,1746
12909,12909,1.08,61.8,54.0,4,1,3,5455
12910,12910,0.56,60.7,56.0,4,3,5,2167
12911,12911,0.32,60.6,56.0,4,4,6,867
12912,12912,1.22,63.1,59.0,2,2,1,5192
12913,12913,1.01,61.9,56.0,2,4,5,8525
12914,12914,0.47,59.5,60.0,3,3,2,1110
12915,12915,0.73,61.6,57.0,4,2,1,2260
12916,12916,0.93,61.0,54.0,4,3,1,3114
12917,12917,0.42,61.8,58.0,3,4,2,773
12918,12918,1.29,60.5,58.0,3,0,3,5815
12919,12919,0.56,60.8,55.0,4,3,4,1837
12920,12920,1.58,64.7,58.0,0,2,2,7333
12921,12921,0.73,63.4,58.0,2,5,5,3511
12922,12922,0.91,62.0,54.0,4,3,2,4453
12923,12923,1.74,62.9,57.0,4,3,3,16316
12924,12924,1.02,62.7,59.0,3,4,1,4151
12925,12925,0.72,63.1,56.0,2,5,4,3048
12926,12926,0.65,65.1,55.6,0,1,3,1659
12927,12927,2.02,61.9,58.0,4,0,4,15231
12928,12928,1.01,63.6,58.0,1,4,2,4355
12929,12929,0.3,62.3,54.4,4,2,5,610
12930,12930,0.9,58.3,60.0,3,3,1,3377
12931,12931,0.35,61.8,55.0,4,6,3,1063
12932,12932,0.26,59.6,63.0,2,6,3,420
12933,12933,1.0,60.0,59.0,3,3,3,6451
12934,12934,0.33,59.1,60.0,2,4,4,772
12935,12935,0.37,62.1,60.0,3,3,2,708
12936,12936,0.52,63.7,56.0,1,5,1,1120
12937,12937,1.12,61.2,63.0,2,3,0,3017
12938,12938,0.7,60.9,58.0,3,0,6,1844
12939,12939,0.91,62.3,55.0,4,3,4,4775
12940,12940,0.3,62.2,57.0,4,6,6,866
12941,12941,1.07,61.7,57.7,1,0,3,4602
12942,12942,0.7,60.2,60.0,3,6,2,2822
12943,12943,2.02,62.1,56.0,4,1,4,18324
12944,12944,1.7,63.8,55.0,2,2,1,9745
12945,12945,0.39,62.4,59.0,3,2,1,721
12946,12946,0.71,61.4,56.0,4,3,4,2756
12947,12947,2.03,62.7,57.0,4,1,3,16945
12948,12948,0.56,61.7,56.0,4,6,4,2026
12949,12949,0.54,61.1,55.0,4,1,3,1259
12950,12950,0.34,63.5,55.0,1,5,2,556
12951,12951,0.58,61.8,55.0,4,1,3,1626
12952,12952,0.31,62.0,54.0,4,5,5,791
12953,12953,1.01,59.1,59.0,4,2,1,5828
12954,12954,0.9,64.0,55.0,1,3,6,4382
12955,12955,1.51,60.2,59.0,2,2,1,8444
12956,12956,0.53,61.7,55.0,4,3,4,1607
12957,12957,2.0,59.9,61.0,0,5,1,15540
12958,12958,0.5,64.5,58.0,1,2,2,1017
12959,12959,1.04,61.3,57.0,4,3,3,7044
12960,12960,1.13,61.6,56.0,4,5,5,11115
12961,12961,0.33,62.2,59.0,3,1,5,743
12962,12962,0.32,61.6,55.0,4,2,6,730
12963,12963,0.43,62.4,60.0,3,6,2,796
12964,12964,0.34,62.3,57.0,4,5,5,1071
12965,12965,1.08,61.9,57.0,4,3,1,4544
12966,12966,0.55,60.3,57.0,4,5,3,1715
12967,12967,0.6,61.2,56.0,4,3,4,2147
12968,12968,0.52,60.7,56.0,4,6,1,1320
12969,12969,0.7,61.4,55.0,4,0,1,1767
12970,12970,0.71,62.6,55.0,4,4,4,2920
12971,12971,0.42,61.5,56.0,4,1,4,771
12972,12972,0.49,63.6,59.0,1,4,4,1426
12973,12973,0.56,60.6,59.0,3,1,6,1622
12974,12974,0.31,61.8,54.0,4,5,7,1214
12975,12975,0.3,63.8,57.0,1,1,2,394
12976,12976,0.41,63.4,57.0,2,4,2,904
12977,12977,0.71,61.4,56.0,4,4,6,5019
12978,12978,0.3,62.7,57.0,4,4,3,776
12979,12979,0.4,63.9,57.0,1,1,2,596
12980,12980,1.12,61.1,59.0,3,1,2,4373
12981,12981,1.33,62.3,59.0,3,1,1,5765
12982,12982,0.31,62.6,56.0,4,6,2,732
12983,12983,1.22,62.3,56.0,4,3,5,10038
12984,12984,0.3,61.6,58.0,3,5,3,658
12985,12985,1.16,62.6,56.0,4,1,1,4478
12986,12986,0.32,61.6,57.0,4,3,3,720
12987,12987,0.43,60.9,57.0,2,3,4,943
12988,12988,0.58,61.9,57.0,4,5,3,1984
12989,12989,0.3,63.0,58.0,2,6,2,552
12990,12990,0.34,62.0,59.0,2,6,2,626
12991,12991,0.53,62.3,55.0,2,5,5,2280
12992,12992,1.02,62.3,58.1,3,3,1,3822
12993,12993,0.4,61.7,61.0,2,3,2,673
12994,12994,0.9,61.6,55.0,4,6,2,5081
12995,12995,0.31,61.0,56.0,4,3,4,824
12996,12996,1.01,61.5,58.0,3,5,1,4666
12997,12997,0.9,65.1,56.0,0,4,2,3437
12998,12998,0.3,60.4,60.0,2,3,5,638
12999,12999,1.06,62.4,57.0,4,1,1,3975
13000,13000,0.55,61.5,55.1,2,3,6,2451
13001,13001,1.61,61.3,58.0,3,6,1,10278
13002,13002,1.7,61.8,61.0,3,1,5,11481
13003,13003,0.34,63.6,55.0,1,6,3,644
13004,13004,0.3,62.2,58.0,3,6,2,552
13005,13005,0.33,60.8,58.0,3,3,7,1052
13006,13006,0.38,61.6,55.0,4,3,3,743
13007,13007,1.03,61.3,57.0,4,5,2,5476
13008,13008,1.0,63.0,56.0,2,3,5,7177
13009,13009,0.3,62.0,58.0,2,2,4,526
13010,13010,0.41,61.7,54.0,4,6,2,1015
13011,13011,0.9,61.4,57.0,3,5,3,4435
13012,13012,0.36,62.4,58.0,2,6,3,780
13013,13013,0.3,63.4,57.0,2,2,2,540
13014,13014,1.09,59.9,56.0,2,3,4,7992
13015,13015,0.73,61.9,60.0,3,4,2,2504
13016,13016,0.83,61.6,55.0,4,2,3,3171
13017,13017,0.72,61.0,56.0,4,5,2,2976
13018,13018,0.9,62.3,58.0,1,6,1,3806
13019,13019,0.71,62.1,58.0,3,3,1,2208
13020,13020,1.12,58.9,59.0,0,6,3,7696
13021,13021,0.56,60.5,57.0,4,6,2,1814
13022,13022,0.62,62.4,58.0,2,6,2,1700
13023,13023,0.76,59.9,59.0,3,0,3,2052
13024,13024,0.52,61.7,54.0,4,2,3,1238
13025,13025,0.32,60.8,58.0,3,6,2,756
13026,13026,0.73,62.2,56.0,2,6,4,3856
13027,13027,1.07,61.3,58.0,2,2,3,5820
13028,13028,0.35,62.3,56.0,4,5,4,829
13029,13029,0.41,62.3,57.0,4,6,5,1295
13030,13030,0.32,59.9,59.0,2,3,3,548
13031,13031,0.34,62.0,56.0,4,5,3,829
13032,13032,1.09,62.7,58.0,3,5,2,5237
13033,13033,1.09,61.6,56.0,4,5,5,10314
13034,13034,0.3,63.8,55.0,1,5,2,526
13035,13035,1.01,62.3,58.0,4,4,2,5646
13036,13036,0.37,62.7,51.0,3,4,4,833
13037,13037,0.56,61.0,58.0,3,4,2,1646
13038,13038,1.0,62.2,59.0,2,2,2,4830
13039,13039,1.05,61.2,58.0,3,5,2,5433
13040,13040,1.02,63.3,58.0,2,4,2,5038
13041,13041,0.52,59.1,60.0,2,3,4,1554
13042,13042,0.53,62.4,56.0,4,5,5,2288
13043,13043,0.3,61.5,55.0,4,5,3,844
13044,13044,0.76,61.9,56.0,4,1,2,2358
13045,13045,0.82,63.3,56.0,2,3,4,3460
13046,13046,0.5,59.8,57.0,1,5,3,1395
13047,13047,0.81,60.8,60.0,4,3,3,3398
13048,13048,0.23,61.8,55.0,4,4,3,493
13049,13049,0.3,61.3,59.0,3,5,4,710
13050,13050,1.22,60.2,56.0,3,2,1,5466
13051,13051,1.21,62.1,58.0,4,2,1,6347
13052,13052,0.3,62.4,56.0,4,1,6,709
13053,13053,1.05,61.6,58.0,3,3,4,7063
13054,13054,0.34,61.1,56.0,4,4,6,1174
13055,13055,0.55,61.9,56.0,4,4,4,1980
13056,13056,0.58,60.3,57.0,2,5,3,1608
13057,13057,0.56,62.3,55.0,4,4,2,1436
13058,13058,0.7,61.9,58.0,3,3,1,2268
13059,13059,1.01,62.9,58.0,2,1,2,4166
13060,13060,0.81,62.3,59.0,2,3,2,3095
13061,13061,0.3,62.1,55.0,4,2,5,590
13062,13062,0.38,62.4,57.0,4,3,2,666
13063,13063,0.4,62.2,55.0,4,6,3,909
13064,13064,1.5,61.5,60.0,2,0,5,8712
13065,13065,0.32,62.0,57.0,4,6,2,589
13066,13066,0.39,62.7,54.0,3,3,1,746
13067,13067,0.41,62.3,55.0,4,6,2,791
13068,13068,0.33,62.8,57.0,2,3,5,752
13069,13069,0.31,63.1,59.0,1,3,2,462
13070,13070,0.41,61.1,56.0,4,5,6,1745
13071,13071,0.51,61.7,55.0,4,4,4,2085
13072,13072,0.36,61.2,60.0,2,3,4,726
13073,13073,0.41,61.7,57.0,4,5,4,1079
13074,13074,0.36,62.3,58.0,3,5,3,1013
13075,13075,0.76,57.9,56.0,1,4,2,2706
13077,13077,0.41,60.0,59.0,3,3,6,1230
13078,13078,0.42,63.2,58.0,2,6,3,910
13079,13079,0.72,62.9,54.0,4,5,2,2590
13080,13080,1.06,64.5,57.0,0,1,0,2239
13081,13081,0.74,61.7,55.0,4,6,1,2810
13082,13082,0.9,57.7,61.0,1,6,3,4717
13083,13083,0.34,62.1,55.0,4,3,5,775
13084,13084,0.75,61.5,58.0,4,1,2,2383
13085,13085,0.4,64.0,57.0,1,0,3,765
13086,13086,0.71,61.8,55.0,4,2,4,3229
13087,13087,0.46,62.7,57.0,4,6,3,1388
13088,13088,2.04,62.6,55.0,4,0,2,12696
13089,13089,0.3,62.6,57.0,4,3,7,956
13090,13090,1.04,60.8,60.0,2,5,2,5231
13091,13091,0.4,62.6,56.0,4,5,4,1125
13092,13092,0.77,62.7,57.0,3,3,2,2657
13093,13093,1.53,62.3,56.0,4,1,2,9315
13094,13094,1.0,62.4,55.0,4,5,2,6324
13095,13095,0.3,62.2,59.0,3,3,4,605
13096,13096,1.08,63.1,57.0,1,2,6,6504
13097,13097,1.29,61.9,55.0,4,4,1,7126
13098,13098,0.82,61.5,57.0,4,4,3,3798
13099,13099,0.3,59.5,59.0,1,5,5,622
13100,13100,0.53,60.4,57.0,4,6,1,1314
13101,13101,2.01,60.8,57.0,2,4,1,17244
13102,13102,0.32,61.6,57.0,4,5,5,1080
13103,13103,1.25,61.0,60.0,2,1,1,4950
13104,13104,1.01,66.0,56.0,0,0,5,2998
13105,13105,1.52,62.5,58.0,4,1,1,7990
13106,13106,0.31,62.5,56.0,4,6,3,942
13107,13107,1.51,58.8,62.0,1,3,2,10216
13108,13108,1.28,60.8,60.0,3,5,4,12100
13109,13109,1.33,62.5,54.0,4,1,3,7186
13110,13110,0.51,59.4,57.0,2,5,2,1284
13111,13111,1.08,62.3,54.0,4,3,3,7187
13112,13112,1.15,61.8,56.0,4,3,5,9457
13113,13113,0.23,60.7,58.0,2,5,5,498
13114,13114,0.4,61.8,57.0,4,2,2,896
13115,13115,0.96,58.7,58.0,2,5,3,5997
13116,13116,0.3,62.0,56.0,4,3,7,956
13117,13117,0.31,60.2,59.0,3,3,6,816
13118,13118,1.23,62.0,59.0,3,3,3,8431
13119,13119,1.25,62.2,58.0,3,0,4,5740
13120,13120,1.0,63.2,60.0,1,2,1,3740
13121,13121,0.26,59.5,58.0,2,4,4,453
13122,13122,0.34,61.9,57.0,4,1,2,459
13123,13123,1.01,62.8,60.0,2,4,2,5010
13124,13124,1.23,62.3,57.0,4,6,3,9836
13125,13125,0.38,60.7,60.0,3,6,2,941
13126,13126,0.37,62.2,57.0,4,3,3,649
13127,13127,1.5,59.3,58.0,0,2,1,7098
13128,13128,0.5,61.0,60.0,2,2,7,1799
13129,13129,1.73,62.4,60.0,3,4,1,9494
13130,13130,1.09,62.5,55.0,4,4,5,9668
13131,13131,1.23,62.0,59.0,2,4,4,10035
13132,13132,0.5,60.6,61.0,3,4,3,1433
13133,13133,2.01,59.2,62.0,2,1,3,16626
13134,13134,1.01,60.5,58.0,2,6,1,4799
13135,13135,0.54,62.1,56.0,4,3,5,1985
13136,13136,0.78,61.3,60.0,2,5,6,4904
13137,13137,0.29,61.7,56.0,2,3,3,471
13138,13138,0.3,62.3,57.0,4,2,3,491
13139,13139,1.51,61.6,57.0,4,1,3,9352
13140,13140,0.32,60.9,56.0,4,3,7,1020
13141,13141,1.17,62.2,56.0,4,4,2,5944
13142,13142,0.74,61.8,59.0,3,6,1,2291
13143,13143,0.66,60.9,55.0,4,2,2,1780
13144,13144,1.06,62.2,57.0,4,2,2,5143
13145,13145,2.11,60.9,59.0,3,2,1,12633
13146,13146,1.29,60.9,58.0,4,0,3,5646
13147,13147,1.01,61.8,55.0,2,4,5,8532
13148,13148,0.7,60.6,57.0,4,3,4,2535
13149,13149,1.2,61.1,55.0,4,5,1,5494
13150,13150,0.53,62.7,56.0,2,0,3,996
13151,13151,0.33,62.3,58.0,3,3,4,854
13152,13152,0.92,63.3,58.0,1,1,2,3382
13153,13153,0.73,62.4,58.1,2,3,4,2999
13154,13154,1.01,60.6,59.0,2,0,3,4337
13155,13155,0.42,61.3,56.0,4,5,5,1273
13156,13156,0.31,64.6,55.0,0,3,4,695
13157,13157,0.3,62.9,56.0,4,2,4,675
13158,13158,1.82,61.6,60.0,3,2,3,14749
13159,13159,0.7,61.5,58.0,3,4,1,2043
13160,13160,0.31,62.6,57.0,4,3,5,907
13161,13161,2.01,61.5,55.0,4,3,1,11602
13162,13162,0.32,61.5,56.0,4,5,5,816
13163,13163,0.52,61.5,56.0,4,2,1,1035
13164,13164,0.83,62.5,59.0,2,2,2,2800
13165,13165,0.9,62.0,55.0,3,4,2,4183
13166,13166,0.73,59.4,60.0,2,4,2,2703
13167,13167,0.51,62.2,55.0,4,3,4,1656
13168,13168,1.5,61.2,61.0,3,2,1,6979
13169,13169,0.7,62.5,55.0,4,1,2,2110
13170,13170,0.51,61.8,56.0,4,5,4,1851
13171,13171,0.31,61.8,59.0,3,0,4,408
13172,13172,0.26,61.2,56.0,4,2,6,600
13173,13173,0.41,63.8,56.0,1,6,2,947
13174,13174,1.02,62.9,56.0,4,1,1,3521
13175,13175,1.07,62.9,59.0,2,3,1,4321
13176,13176,0.6,60.3,58.0,2,6,2,1777
13177,13177,0.91,62.5,59.0,3,2,6,5032
13178,13178,0.6,62.1,57.0,4,4,3,1866
13179,13179,0.9,63.5,57.0,1,4,4,4580
13180,13180,0.3,62.1,57.0,4,2,7,764
13182,13182,0.44,61.9,59.0,3,4,4,1155
13183,13183,0.31,61.6,56.0,4,3,6,816
13184,13184,1.1,62.4,59.0,3,1,1,3696
13185,13185,1.0,62.7,57.0,2,3,5,7950
13186,13186,0.33,62.9,56.0,2,6,1,492
13187,13187,0.32,62.1,58.0,3,3,4,828
13188,13188,0.9,63.2,58.0,2,5,2,4560
13189,13189,0.49,59.5,62.0,3,2,3,1103
13190,13190,1.04,62.0,57.0,4,3,3,6458
13191,13191,0.4,62.4,56.0,4,1,7,1050
13192,13192,0.51,62.7,59.0,3,6,3,1807
13193,13193,0.52,62.5,60.0,3,5,3,1576
13194,13194,1.01,63.8,59.0,1,4,2,4989
13195,13195,0.55,62.3,55.0,4,6,3,1928
13196,13196,0.43,62.0,59.0,3,2,0,581
13197,13197,0.6,60.6,56.0,4,5,3,2141
13198,13198,0.53,60.2,55.0,2,3,4,1722
13199,13199,0.55,63.2,58.0,2,5,2,1381
13200,13200,0.72,60.8,56.0,4,5,3,3304
13201,13201,0.38,62.4,56.0,4,2,3,660
13202,13202,0.4,62.3,57.0,2,4,2,737
13203,13203,1.42,60.1,61.0,1,5,1,8019
13204,13204,0.71,62.1,59.0,3,5,3,2735
13205,13205,0.33,61.9,59.0,3,3,3,579
13206,13206,0.37,60.8,57.0,4,3,3,649
13207,13207,0.51,63.4,57.0,1,2,2,1119
13208,13208,0.74,62.2,55.0,4,2,3,3178
13209,13209,1.35,60.2,59.0,3,3,5,11868
13210,13210,1.01,62.0,57.0,4,5,6,10954
13211,13211,1.05,61.1,59.0,3,3,4,7644
13212,13212,1.42,61.1,62.0,2,5,2,9278
13213,13213,0.31,61.4,54.0,4,5,3,872
13214,13214,0.28,61.4,56.0,4,3,5,553
13215,13215,0.3,61.9,56.0,4,4,3,573
13216,13216,0.23,62.0,58.0,2,4,5,530
13217,13217,0.9,63.6,55.0,1,4,2,4712
13218,13218,0.55,60.4,56.0,2,5,5,2399
13219,13219,0.37,61.5,58.0,3,5,3,811
13220,13220,1.01,60.5,60.0,2,3,4,6239
13221,13221,0.31,58.3,60.0,3,5,2,698
13222,13222,0.32,62.7,60.0,2,4,6,926
13223,13223,1.0,62.8,59.0,3,5,2,4805
13224,13224,0.3,62.9,56.0,2,2,2,421
13225,13225,0.47,62.1,54.0,4,1,3,884
13226,13226,1.38,62.2,54.0,4,3,4,11527
13227,13227,0.61,62.4,53.9,4,5,5,2907
13228,13228,0.4,57.7,62.0,1,5,5,981
13229,13229,1.5,62.3,57.0,4,5,2,10214
13230,13230,1.56,63.3,58.0,2,2,5,12098
13231,13231,1.26,59.6,57.0,4,1,1,4704
13232,13232,0.3,61.5,58.0,4,5,6,838
13233,13233,0.35,59.2,56.0,4,2,5,906
13235,13235,0.48,62.5,61.0,3,5,3,1323
13236,13236,0.32,61.0,58.0,3,2,5,828
13237,13237,1.7,62.8,58.0,2,2,3,12874
13238,13238,1.05,61.4,58.0,3,5,0,2964
13239,13239,0.41,61.9,55.0,4,6,2,744
13240,13240,2.11,59.1,59.0,3,3,1,15757
13241,13241,0.3,62.0,56.0,4,6,3,911
13242,13242,0.36,61.2,56.0,4,5,3,1013
13243,13243,0.3,62.6,53.0,4,3,5,665
13244,13244,0.5,60.2,57.0,4,3,2,1857
13245,13245,0.4,62.2,57.0,2,4,2,737
13246,13246,0.7,63.5,56.0,1,1,1,1675
13247,13247,1.91,63.1,59.0,2,3,2,15241
13248,13248,1.05,61.5,55.0,4,1,4,5101
13249,13249,0.56,60.8,57.0,2,4,3,1706
13250,13250,1.0,64.1,61.0,1,2,1,3640
13251,13251,0.34,61.0,57.0,4,5,2,765
13252,13252,0.53,61.9,56.0,4,5,3,1721
13253,13253,0.3,61.9,57.0,4,6,2,524
13254,13254,0.32,63.1,57.0,2,6,2,756
13255,13255,0.72,61.3,56.0,4,4,4,3759
13256,13256,1.77,61.6,58.0,3,5,3,15278
13257,13257,0.31,61.8,54.0,4,3,6,789
13258,13258,1.52,61.8,58.0,4,4,1,10316
13259,13259,0.31,61.0,56.0,4,2,2,530
13260,13260,0.5,59.7,59.0,3,5,1,1063
13261,13261,0.41,62.8,57.0,2,4,2,755
13262,13262,0.34,59.6,61.0,2,6,2,626
13263,13263,1.05,62.3,56.0,2,5,1,4851
13264,13264,1.01,62.4,56.0,4,3,4,6066
13265,13265,0.3,62.2,53.9,4,1,4,486
13266,13266,1.0,62.2,58.0,3,6,2,5723
13267,13267,1.0,63.8,58.0,1,1,2,3850
13268,13268,0.7,62.6,56.0,4,5,3,3068
13269,13269,0.31,62.9,56.0,4,4,3,802
13270,13270,0.76,61.8,58.0,3,4,1,2491
13271,13271,0.46,61.7,60.0,2,3,6,1413
13272,13272,1.72,62.8,57.0,4,1,3,11226
13273,13273,0.29,61.9,57.0,4,5,7,815
13274,13274,0.9,62.6,54.3,4,1,3,3820
13275,13275,0.57,59.5,58.0,3,4,2,1571
13276,13276,0.39,59.2,58.0,4,4,3,862
13277,13277,1.02,62.7,57.0,4,1,1,3913
13278,13278,0.53,61.6,57.1,3,4,3,1712
13279,13279,0.6,62.5,55.0,4,6,6,4209
13280,13280,1.31,62.1,58.0,3,2,3,6368
13281,13281,0.42,62.5,57.0,4,1,6,884
13282,13282,0.57,62.5,57.0,4,6,3,1914
13283,13283,0.9,61.0,55.0,3,1,4,3720
13285,13285,0.51,61.1,56.0,4,2,4,1438
13286,13286,0.34,61.1,60.0,2,4,4,795
13287,13287,0.41,63.3,56.0,2,5,1,818
13288,13288,0.5,61.1,64.0,1,6,2,1374
13289,13289,1.1,61.2,61.0,2,1,2,4640
13290,13290,1.0,61.1,61.0,2,4,1,4372
13291,13291,0.9,59.9,57.0,4,2,3,4584
13292,13292,0.73,60.8,58.0,3,3,2,2163
13293,13293,0.31,60.4,56.0,4,6,3,942
13294,13294,1.03,60.7,60.0,4,1,2,4458
13295,13295,1.04,61.9,55.0,4,6,3,7220
13296,13296,0.31,61.7,57.0,4,3,3,544
13297,13297,0.41,63.5,54.0,2,0,7,1061
13298,13298,0.34,62.4,55.0,4,6,6,1133
13299,13299,1.01,60.6,57.0,4,3,5,7167
13300,13300,0.97,61.0,59.0,2,3,2,4504
13301,13301,1.01,60.4,57.0,2,5,3,6577
13302,13302,0.3,63.8,57.0,1,6,2,552
13303,13303,1.07,60.9,58.0,3,6,7,18279
13304,13304,1.04,61.1,56.0,4,2,1,4368
13305,13305,0.43,62.4,56.0,4,0,7,952
13306,13306,0.3,61.6,58.0,4,6,5,814
13307,13307,0.23,58.1,59.0,2,3,5,438
13308,13308,0.74,63.0,56.0,2,3,1,2277
13309,13309,0.9,62.6,58.0,3,2,3,3933
13310,13310,0.72,61.9,58.0,4,3,3,2797
13311,13311,1.18,61.7,57.0,2,6,2,7093
13312,13312,2.01,59.9,62.0,3,3,1,17014
13313,13313,0.35,60.5,57.0,4,3,4,906
13314,13314,0.28,62.0,55.0,4,2,4,497
13315,13315,0.73,59.6,61.0,3,5,2,2821
13316,13316,0.59,62.0,58.0,2,4,3,1764
13317,13317,0.7,63.2,57.0,1,4,2,2401
13318,13318,1.24,59.2,55.0,4,5,1,5444
13319,13319,0.72,60.1,64.0,1,0,2,1663
13320,13320,1.22,61.6,57.0,4,3,2,6559
13321,13321,0.74,62.3,55.0,4,1,5,2761
13322,13322,1.6,62.3,59.0,2,1,4,10238
13323,13323,1.21,59.7,58.0,3,6,1,4946
13324,13324,1.2,62.5,55.0,4,0,2,4536
13325,13325,0.28,61.6,55.0,4,4,5,612
13326,13326,2.0,65.1,59.0,0,2,2,13442
13327,13327,0.32,61.6,55.0,4,4,6,854
13328,13328,0.3,62.9,57.0,2,5,2,526
13329,13329,2.01,65.9,57.0,0,2,1,12617
13330,13330,0.58,61.9,56.0,4,4,5,2401
13331,13331,0.63,61.6,57.0,4,5,5,2697
13332,13332,0.82,62.5,57.0,4,2,2,2832
13333,13333,0.41,61.4,59.0,3,3,3,827
13334,13334,0.4,61.9,55.0,4,1,4,919
13335,13335,1.1,62.0,57.0,4,2,2,5370
13336,13336,0.73,62.1,55.0,4,4,2,2822
13337,13337,0.75,62.4,56.0,4,6,4,3961
13338,13338,0.54,61.6,56.0,2,3,4,1754
13340,13340,0.31,60.5,57.0,3,5,5,837
13341,13341,1.15,63.0,54.0,2,2,1,4483
13342,13342,1.55,61.5,56.0,4,5,2,13291
13343,13343,1.51,62.2,56.0,4,5,2,13254
13344,13344,0.74,62.2,57.0,4,6,2,2655
13345,13345,0.4,62.2,55.0,4,1,5,939
13346,13346,0.81,62.7,58.0,2,1,4,2950
13347,13347,0.3,60.8,59.0,3,1,4,608
13349,13349,0.54,60.7,57.0,4,3,4,2274
13350,13350,0.31,61.5,56.0,4,5,6,865
13351,13351,0.43,60.1,57.0,4,3,5,1129
13352,13352,1.5,62.9,59.0,3,2,5,11855
13353,13353,2.01,61.1,60.0,3,1,3,17433
13354,13354,0.4,63.1,54.0,4,3,7,1239
13355,13355,1.01,60.8,60.0,3,3,2,5090
13356,13356,1.55,61.3,59.0,4,1,5,11430
13357,13357,1.5,57.9,61.0,1,3,1,8144
13358,13358,0.58,61.9,56.0,4,5,3,1670
13359,13359,1.39,62.6,57.0,3,1,0,3985
13360,13360,0.7,62.3,53.0,4,4,3,2907
13361,13361,1.06,61.7,59.5,2,2,1,4465
13362,13362,1.01,62.2,57.0,2,0,2,4295
13364,13364,0.41,62.1,54.0,4,5,7,1419
13365,13365,1.5,64.3,57.0,1,2,1,7500
13366,13366,0.9,62.3,53.0,2,6,2,5123
13367,13367,0.54,61.0,57.0,4,3,3,1644
13368,13368,0.55,60.9,55.0,4,3,4,1841
13369,13369,0.3,61.1,59.0,3,6,3,911
13370,13370,2.02,62.7,54.2,4,0,2,12884
13371,13371,0.3,62.0,56.0,4,6,2,709
13372,13372,1.21,62.7,59.0,3,2,1,5324
13373,13373,1.2,62.3,55.0,4,4,3,8334
13374,13374,0.33,60.9,54.0,2,0,7,529
13375,13375,0.41,62.4,58.0,3,4,5,1192
13376,13376,1.0,63.1,58.0,2,1,2,4149
13377,13377,0.31,61.9,54.0,4,4,7,914
13378,13378,0.33,62.3,56.0,4,6,3,781
13379,13379,0.33,60.2,64.0,1,4,6,724
13380,13380,0.31,60.1,55.0,4,5,4,638
